17-10-2008	39738
20-12-2008	39802
20-03-2009	39892
20-06-2009	39984
20-09-2009	40076
20-12-2009	40167
20-03-2010	40257
20-06-2010	40349
20-09-2010	40441
20-12-2010	40532
20-03-2011	40622
20-06-2011	40714
20-09-2011	40806
20-12-2011	40897
20-03-2012	40988
20-06-2012	41080
20-09-2012	41172
20-12-2012	41263
20-03-2013	41353
20-06-2013	41445
20-09-2013	41537
20-12-2013	41628
